,Stations_id,Referenzjahr,Qualitaetsniveau,Objekt_id,Phase_id,Eintrittsdatum,Eintrittsdatum_QB,Jultag,eor,Unnamed: 9
6220,02261,1968,7,202,24,19680820,1,232,eor,                                                                            
6221,02261,1969,7,202,18,19690615,1,166,eor,                                                                            
6222,02261,1969,7,202,21,19690808,1,220,eor,                                                                            
6223,02261,1969,7,202,22,19690814,1,226,eor,                                                                            
6224,02261,1970,7,202,10,19700927,1,270,eor,                                                                            
6225,02261,1970,7,202,12,19701007,1,280,eor,                                                                            
6226,02261,1970,7,202,15,19700604,1,155,eor,                                                                            
6227,02261,1970,7,202,18,19700619,1,170,eor,                                                                            
6228,02261,1970,7,202,21,19700818,1,230,eor,                                                                            
6229,02261,1970,7,202,22,19700901,1,244,eor,                                                                            
6230,02261,1970,7,202,24,19700904,1,247,eor,                                                                            
6231,02261,1971,7,202,10,19710922,1,265,eor,                                                                            
6232,02261,1971,7,202,12,19711007,1,280,eor,                                                                            
6233,02261,1971,7,202,15,19710526,1,146,eor,                                                                            
6234,02261,1971,7,202,18,19710606,1,157,eor,                                                                            
6235,02261,1971,7,202,21,19710725,1,206,eor,                                                                            
6236,02261,1971,7,202,22,19710818,1,230,eor,                                                                            
6237,02261,1971,7,202,24,19710820,1,232,eor,                                                                            
6238,02261,1972,7,202,10,19721014,1,287,eor,                                                                            
6239,02261,1972,7,202,12,19721105,1,309,eor,                                                                            
6240,02261,1972,7,202,15,19720605,1,156,eor,                                                                            
6241,02261,1972,7,202,18,19720627,1,178,eor,                                                                            
6242,02261,1972,7,202,21,19720826,1,238,eor,                                                                            
6243,02261,1972,7,202,22,19720906,1,249,eor,                                                                            
6244,02261,1972,7,202,24,19720907,1,250,eor,                                                                            
6245,02261,1973,7,202,10,19731007,1,280,eor,                                                                            
6246,02261,1973,7,202,12,19731022,1,295,eor,                                                                            
6247,02261,1973,7,202,15,19730530,1,150,eor,                                                                            
6248,02261,1973,7,202,18,19730603,1,154,eor,                                                                            
6249,02261,1973,7,202,21,19730814,1,226,eor,                                                                            
6250,02261,1973,7,202,22,19730821,1,233,eor,                                                                            
6251,02261,1973,7,202,24,19730825,1,237,eor,                                                                            
6252,02261,1974,7,202,10,19741114,1,318,eor,                                                                            
6253,02261,1974,7,202,15,19740528,1,148,eor,                                                                            
6254,02261,1974,7,202,18,19740603,1,154,eor,                                                                            
6255,02261,1974,7,202,21,19740824,1,236,eor,                                                                            
6256,02261,1974,7,202,22,19740902,1,245,eor,                                                                            
